news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,content_title,content_description,content_body
ntv,https://www.n-tv.de/auto/Tanken-ist-so-teuer-wie-seit-acht-Jahren-nicht-article22820103.html,"ns, us, regierung, ss, sp, corona",22.09.2021,22.09.2021,20.10.2024,,"ntv.de, jwu/dpa","Automobil, Rohstoff Öl, Ölpreis, Tanken",Tanken ist so teuer wie seit acht Jahren nicht,"Autofahrer müssen seit Jahresbeginn deutlich tiefer in die Tasche greifen. Grund sind das Ende der Mehrwertsteuersenkung sowie die neue CO2-Bepreisung. Doch auch Öl wird immer teurer, und so summiert sich der Preis für eine Tankfüllung auf ein Mehrjahres-Hoch.",
ntv,https://www.n-tv.de/politik/Rassisten-Netzwerk-um-AfD-nahen-Influencer-enthuellt-article25297644.html,"ns, us, europa, sp, rna, rassismus, hitler, amerika, politik, schi, usa, spo, asien, ss, migration, afd, israel, einwanderung",17.10.2024,17.10.2024,20.10.2024,,"ntv.de, mdi","Politik, AfD, Rechtsextremismus, Identitäre Bewegung, Rassismus, Waffen-SS, Nationalsozialismus, Adolf Hitler",Rassisten-Netzwerk um AfD-nahen Influencer enthüllt,Undercover nimmt eine NGO geheime Treffen von Rechtsextremisten auf. Das Ziel: Mithilfe eines internationalen Netzwerks pseudowissenschaftliche Rassentheorien populär zu machen. Einer der Köpfe stammt aus dem Umfeld der AfD. ,
ntv,https://www.n-tv.de/wirtschaft/ADAC-Dieselpreis-klettert-auf-Allzeithoch-article22871734.html,"ns, us, europa, sp, ss, spo, corona, olaf scholz",18.10.2021,18.10.2021,20.10.2024,,"ntv.de, mbe/dpa","Wirtschaft, Diesel, ADAC, Kraftstoffe",ADAC: Dieselpreis klettert auf Allzeithoch,"Die Spritpreise in Deutschland steigen und steigen - beim Diesel ist nun ein Rekord erreicht. Laut ADAC liegt der Preis an deutschen Tankstellen bei durchschnittlich 1,555 Euro pro Liter und auch der Benzinpreis kratzt am Allzeithoch. Nun wendet sich Verkehrsminister Scheuer ans Finanzministerium.",
ntv,https://www.n-tv.de/sport/fussball/Nagelsmann-trifft-erste-grosse-Personalentscheidung-article24416775.html,"ns, us, sp, rna, usa, schi, ss, frankreich, spo",22.09.2023,22.09.2023,20.10.2024,Tobias Nordmann,ntv.de,"Fußball, Julian Nagelsmann, DFB, Fußball-Nationalmannschaft, Ilkay Gündogan, Rudi Völler, FC Bayern München",Nagelsmann trifft erste große Personalentscheidung,"Julian Nagelsmann ist frisch gebackener Bundestrainer und brennt für diese neue Aufgabe. Bevor er mit großen Teilen der Mannschaft in Kontakt tritt, hat er bereits eine wichtige Entscheidung getroffen. Zudem verrät er, wie er Deutschlands Fußball wiederbeleben möchte.",
ntv,https://www.n-tv.de/wirtschaft/Schweiz-sperrt-Oligarchen-Geld-in-Milliardenhoehe-article23254209.html,"ns, us, regierung, usa, ukraine, christ, ss, linke, sp, christian lindner",07.04.2022,07.04.2022,20.10.2024,,"ntv.de, mau/dpa","Wirtschaft, Oligarchen, Sanktionen, Angriff auf die Ukraine, Schweiz, Deutschland, Großbritannien, Christian Lindner",Schweiz sperrt Oligarchen-Geld in Milliardenhöhe,Lange war die Schweiz ein Paradies für russische Oligarchen. Auf internationalen Druck hin schließt sich das Land den Sanktionen an. Die Regierung in Bern beziffert nun die Summe eingefrorener Guthaben auf mehr als sieben Milliarden Euro. Die deutsche Bilanz sieht bescheidener aus. ,
ntv,https://www.n-tv.de/politik/Gressel-Neue-Panzerlieferungen-sind-Quantenspruenge-article23827588.html,"ns, us, gdp, amerika, regierung, schi, usa, ukraine, ss, rki, sp, krieg",06.01.2023,06.01.2023,20.10.2024,Sebastian Huld,ntv.de,"Politik, Angriff auf die Ukraine, Ukraine, Russland, Bundesregierung, Olaf Scholz, USA, Joe Biden, Panzer, Waffenlieferung","Gressel: Neue Panzerlieferungen ""sind Quantensprünge""","Rund 90 Schützenpanzer wollen Deutschland und die USA an die Ukraine liefern. Nach Einschätzung des Militärexperten Gressel verbessern sich damit die Offensivkapazitäten der ukrainischen Armee spürbar. Die Argumente, mit denen Berlin Kampfpanzer zurückhält, kann er dagegen nicht nachvollziehen.",
ntv,https://www.n-tv.de/politik/Lindner-ist-in-falscher-Realitaet-unterwegs-article23190397.html,"cdu, corona, ns, us, usa, spd, christ, demo, fdp, wirtschaftswachstum, schi, waffenruhe, ss, pandemie, bruttoinlandsprodukt, familie, regierung, ukraine, sp, krieg, olaf scholz, christian lindner, erneuerbare energien",12.03.2022,12.03.2022,20.10.2024,,ntv.de,"Politik, Ampelkoalition, Olaf Scholz, SPD, Christian Lindner, Staatsverschuldung, Angriff auf die Ukraine, Bundeswehr","""Lindner ist in falscher Realität unterwegs""","Der Vorstoß von Bundeskanzler Scholz, die Bundeswehr per Sondervermögen zu stärken, überzeugt Jessica Rosenthal nicht. Die Juso-Vorsitzende fordert bei ntv.de als Reaktion auf den Ukraine-Krieg viel breiter gefasste Investitionen. Die FDP müsse sich endlich von der Schuldenbremse verabschieden.",
ntv,https://www.n-tv.de/ratgeber/Alaska-Seelachs-darf-in-die-Pfanne-article22768159.html,"ns, us, schi, ss, sp",27.08.2021,27.08.2021,20.10.2024,,"ntv.de, awi ","Ratgeber, Verbraucher, Ernährung, Fische, Lebensmittel, Öko-Test",Alaska-Seelachs darf in die Pfanne ,"Tiefkühlfisch ist bei Schlemmerern beliebt, denn er ist praktisch bei der Lagerung. Im Öko-Test von gefrorenen Fischfilets kann Alaska-Seelachs überzeugen. Drei Viertel sind ""sehr gut"" oder ""gut"". Kabeljau sollte hingegen gemieden werden, denn er ist hoffnungslos überfischt.",
ntv,https://www.n-tv.de/ratgeber/12-von-20-Fischstaebchen-koennen-ueberzeugen-article21868565.html,"ns, sp, ss, us",25.06.2020,25.06.2020,20.10.2024,,"ntv.de, awi","Ratgeber, Öko-Test, Verbraucher, Tests, Ernährung, Lebensmittel, Gesundheit, Fische, Fischfang",12 von 20 Fischstäbchen können überzeugen ,"Fingerlang, eckig und paniert? Geht immer. Die Rede ist von Fischstäbchen. Und auch wenn die fettige Panade drumherum Feinschmecker nicht gerade zu Jubelarien verleitet, steckt unter dem Fettmantel oft viel Gutes, wie Öko-Test feststellen kann. ",
ntv,https://www.n-tv.de/politik/Scholz-haelt-an-russischen-Energieimporten-fest-article23179192.html,"ns, us, europa, rna, politik, regierung, usa, ukraine, spd, christ, ss, sp, fdp, krieg, olaf scholz, christian lindner, europäische union, robert habeck",07.03.2022,07.03.2022,20.10.2024,,"ntv.de, mli/dpa","Politik, Olaf Scholz, Gas, Rohstoff Öl, Energiepolitik, Energieversorgung",Scholz hält an russischen Energieimporten fest,Angesichts des brutaler werdenden Vorgehens Russlands fordert die Ukraine schärfere Sanktionen. Eine Möglichkeit wäre der Stopp aller russischen Gas- und Ölimporte. Doch aus dem Kanzleramt kommt dazu eine klare Absage.,
ntv,https://www.n-tv.de/wirtschaft/Einziges-Stahlwerk-in-Bayern-stoppt-Produktion-article23186799.html,"ns, grenzen, us, schi, usa, ukraine, ss, sp, krieg, corona",10.03.2022,10.03.2022,20.10.2024,,"ntv.de, hny/rts","Wirtschaft, Energieversorgung, Stahlbranche, Bayern, Corona-Krise, Angriff auf die Ukraine",Einziges Stahlwerk in Bayern stoppt Produktion,"Das Lech-Stahlwerk in Bayern produziert jährlich eine Million Tonnen des Werkstoffs. Jetzt stehen die Maschinen jedoch still. Angesichts der stark steigenden Energiepreise sei ein durchgehender Betrieb nicht mehr sinnvoll, sagt das Unternehmen.",
ntv,https://www.n-tv.de/panorama/Justiz-ermittelt-nach-Abramowitsch-Einbuergerung-article23191064.html,"ns, us, regierung, usa, ukraine, ss, israel, sp",12.03.2022,12.03.2022,20.10.2024,,"ntv.de, mdi/AFP","International, Roman Abramowitsch, Oligarchen, Russland, Portugal, Judentum",Justiz ermittelt nach Abramowitsch-Einbürgerung,Auf Grundlage eines Wiedergutmachungsgesetzes für Nachfahren vertriebener Juden erhält Roman Abramowitsch vergangenes Jahr einen portugiesischen Pass. Im Zusammenhang mit der Einbürgerung kommt es nun zur Festnahme eines Rabbiners. Der Vorwurf: Korruption.,
ntv,https://www.n-tv.de/politik/EU-Staaten-einigen-sich-auf-Lieferkettengesetz-article24807876.html,"ns, us, europa, politik, regierung, spd, klimawandel, ss, sp, fdp, klima",15.03.2024,15.03.2024,20.10.2024,,"ntv.de, chl/dpa","Politik, Lieferketten, EU",EU-Staaten einigen sich auf Lieferkettengesetz,Ein europäisches Lieferkettengesetz zum Schutz der Menschenrechte findet nun doch eine ausreichende Mehrheit unter den EU-Ländern. Der Kompromiss ist allerdings deutlich abgeschwächt. Deutschland enthält sich auf Drängen der FDP trotzdem.,
ntv,https://www.n-tv.de/politik/Hamas-bestaetigt-Hilfe-Irans-bei-Angriff-auf-Israel-article24447810.html,"ns, us, usa, hamas, islamisch, ss, israel, sp, krieg",08.10.2023,08.10.2023,20.10.2024,,"ntv.de, mau/AFP","Politik, Iran, Kriege und Konflikte, Israel, Hamas",Hamas bestätigt Hilfe Irans bei Angriff auf Israel,"Während das Weiße Haus noch zurückhaltend ist, ob der Iran bei den Angriffen auf Israel aktiv geholfen hat, wagt sich ein Sprecher der Hamas aus der Deckung: Die Hilfe Teherans bei den Überraschungsangriffen sei eine Quelle des Stolzes. Auch andere Länder hätten Unterstützung geleistet, verrät Ghazi Hamad der BBC. ",
ntv,https://www.n-tv.de/ticker/Israelische-Armee-hat-wieder-die-Kontrolle-ueber-Ortschaften-in-der-Naehe-des-Gazastreifens-erlangt-article24450664.html,"ns, us, terror, schi, usa, hamas, ss, israel, sp",09.10.2023,09.10.2023,20.10.2024,,ntv.de,"Nach, Angaben, Israelische, Armee, Kontrolle, Ortschaften, Nähe, Gazastreifens",Israelische Armee hat wieder die Kontrolle über Ortschaften in der Nähe des Gazastreifens erlangt,"Die israelische Armee hat nach eigenen Angaben wieder die Kontrolle über die Ortschaften in der Nähe des Gazastreifens erlangt. Zwei Tage nach dem Großangriff der islamistischen Hamas käme es allerdings noch zu Zusammenstößen mit Angreifern in dem Gebiet außerhalb der Ortschaften, teilte ein Sprecher am Montag mit.",
ntv,https://www.n-tv.de/politik/Die-Fuehrung-in-Teheran-zeigt-ohne-Scham-ihr-wahres-Gesicht-article24459087.html,"ns, us, terror, sp, gesundheitsversorgung, politik, regierung, schi, usa, hamas, islamisch, ss, rki, leiche, afrika, israel, spo",12.10.2023,12.10.2023,20.10.2024,,"ntv.de, hvo","Politik, Olaf Scholz, Deutscher Bundestag, Israel, Hamas, Iran, Hisbollah, Gazastreifen, Israel-Krieg","""Die Führung in Teheran zeigt ohne Scham ihr wahres Gesicht""","In einer Regierungserklärung im Bundestag hat Bundeskanzler Scholz Israel Unterstützung zugesichert, Vorwürfe gegen den Iran erhoben und auch den palästinensischen Präsidenten Abbas deutlich kritisiert. Wir dokumentieren die Rede im Wortlaut.",
ntv,https://www.n-tv.de/sport/fussball/Makkabi-Berlin-Von-den-Nazis-verboten-nun-im-Pokal-Fieber-article24312353.html,"ns, grenzen, us, sp, politik, schi, israel, nazi, ss, integration, spo",13.08.2023,13.08.2023,20.10.2024,,"ntv.de, dbe/sid","Fußball, Israel, DFB-Pokal, Antisemitismus, VfL Wolfsburg","Makkabi Berlin: Von den Nazis verboten, nun im Pokal-Fieber","Mit Makkabi Berlin tritt erstmals ein jüdischer Verein in der Hauptrunde des DFB-Pokals an, der sonst nur Schlagzeilen schreibt, wenn er antisemitisch angefeindet wird. Das Duell mit Bundesligist VfL Wolfsburg ist für den Underdog ""der größte Erfolg eines jüdischen Sportvereins außerhalb Israels"".",
ntv,https://www.n-tv.de/wirtschaft/Grossbritannien-friert-Abramowitschs-Vermoegen-ein-article23185531.html,"ns, us, sp, regierung, ukraine, ss, spo",10.03.2022,11.03.2022,20.10.2024,,"ntv.de, ter/dpa","Wirtschaft, EU, FC Chelsea, Roman Abramowitsch, Wladimir Putin, Boris Johnson, Angriff auf die Ukraine, Sanktionen, Fußball, Premier League",Großbritannien friert Abramowitschs Vermögen ein,"Roman Abramowitsch wird eine Nähe zu Wladimir Putin nachgesagt, wegen der der Oligarch nun von der britischen Regierung sanktioniert wird. Der Besitzer des FC Chelsea soll von Zugeständnissen Putins und der russischen Regierung profitiert haben.",
ntv,https://www.n-tv.de/auto/Auf-billiges-Tankjahr-folgt-der-Preissprung-article22245356.html,"ns, impfstoff, us, amerika, regierung, usa, ss, sp, krieg, corona",18.12.2020,18.12.2020,20.10.2024,,"ntv.de, jwu/dpa","Automobil, Rohstoff Öl, Tanken, Verbraucherpreise",Auf billiges Tankjahr folgt der Preissprung,"Und doch eine gute Nachricht in diesem Jahr: Tanken war so günstig wie seit Jahren nicht. Benziner und Diesel profitierten gleichermaßen. Hauptgrund war die Corona-Krise. Doch obwohl diese andauert, werden die Preise im kommenden Jahr deutlich anziehen.",
ntv,https://www.n-tv.de/politik/Faeser-will-gegen-Hamas-Unterstuetzer-vorgehen-article24455671.html,"ns, us, terror, nahost, sp, hamas, ss, demo, israel, spo",11.10.2023,11.10.2023,20.10.2024,,"ntv.de, ino/dpa","Politik, Nancy Faeser, Bundesinnenministerium, Palästinenser, Antisemitismus, Hamas, Terrorismus, Polizei",Faeser will gegen Hamas-Unterstützer vorgehen,"Nach dem Terrorangriff auf Israel will Innenministerin Faeser stärker gegen die Hamas und ihre Vorfeldorganisationen in Deutschland vorgehen, Koalitionsparteien und Union fordern ein Verbot. Pro-Palästinensische Demonstrationen in Berlin werden wegen erwarteter Straftaten untersagt.",
ntv,https://www.n-tv.de/sport/fussball/Nagelsmann-und-DFB-kennen-nur-noch-Himmel-oder-Hoelle-article24408236.html,"ns, us, europa, sp, schi, ss, spo",19.09.2023,20.09.2023,20.10.2024,Stephan Uersfeld,ntv.de,"Fußball, Grautöne, Nagelsmann, DFB, Himmel, Hölle",Nagelsmann und DFB kennen nur noch Himmel oder Hölle,"Julian Nagelsmann soll neuer Bundestrainer werden. Ein Coup für den krisengeplagten DFB und eine gute Nachricht auch für den FC Bayern München, den ehemaligen Klub des 36-Jährigen. Der hat seinen Plan zur Rettung des deutschen Fußballs (und seiner Karriere) bereits vor langer Zeit formuliert. ",
ntv,https://www.n-tv.de/politik/Dobrindt-fordert-Leopard-Panzer-fuer-die-Ukraine-article23826338.html,"ns, us, politik, regierung, schi, usa, ukraine, spd, christ, ss, csu, frankreich, sp, fdp",06.01.2023,06.01.2023,20.10.2024,,"ntv.de, cpf/shu","Politik, Alexander Dobrindt, CSU, Christine Lambrecht, ntv Frühstart","Dobrindt fordert ""Leopard""-Panzer für die Ukraine","Die Bundesregierung wird der Ukraine nun doch ""Marder""-Schützenpanzer liefern. Gut, aber nicht gut genug, kritisiert CSU-Landesgruppenchef Dobrindt bei ntv. Er fordert die Lieferung von ""Leopard""-Kampfpanzern - und einen Rücktritt der Verteidigungsministerin. ",
ntv,https://www.n-tv.de/politik/Muessen-Gaslieferstopp-in-Erwaegung-ziehen-article23188346.html,"ns, us, europa, politik, eu-beitritt, ukraine, ss, pandemie, sp, krieg, corona",11.03.2022,11.03.2022,20.10.2024,,"ntv.de, cpf","Politik, Anton Hofreiter, Angriff auf die Ukraine, Ukraine, ntv Frühstart","""Müssen Gaslieferstopp in Erwägung ziehen""","In der EU bahnt sich ein Streit über die Öl- und Gaslieferungen aus Russland an. Deutschland lehnt einen vollständigen Stopp bisher ab. Der Grünen-Politiker Hofreiter plädiert dafür, ""mit aller Kraft daran zu arbeiten"", dass dies möglich ist.",
ntv,https://www.n-tv.de/sport/fussball/Fans-sollen-Schalke-aus-finanziellen-Fesseln-befreien-article25295680.html,"ns, us, sp, schi, ss, spo",16.10.2024,16.10.2024,20.10.2024,,"ntv.de, ara/dpa/sid","Fußball, FC Schalke 04, Fußball, 2. Fußball-Bundesliga","Fans sollen Schalke aus ""finanziellen Fesseln"" befreien","Die Zinsen, die der FC Schalke 04 jährlich zahlen muss, sind höher, als andere Teams für ihren Kader ausgeben können. Der hoch verschuldete Fußball-Zweitligist braucht einen Ausweg - und findet ihn bei den Fans. Eine Fördergenossenschaft soll den Umschwung bringen.",
ntv,https://www.n-tv.de/ratgeber/Zuchtlachs-besser-als-Wildlachs-article22760447.html,"ns, ss, us",24.08.2021,24.08.2021,20.10.2024,,"ntv.de, awi","Ratgeber, Verbraucher, Tests, Ernährung, Stiftung Warentest, Fische, Fischfang",Zuchtlachs besser als Wildlachs ,"Mittlerweile ist Lachs für jedermann erschwinglich. Spätestens seit der Fisch im großen Stil gezüchtet wird, landet er auch beim  Normalverbraucher auf dem Teller. Dabei kann er qualitativ überzeugen, wie ein Test von Wildlachs und seinen Artgenossen im Bassin zeigt.",
ntv,https://www.n-tv.de/auto/Energiepreise-explodieren-Diesel-ist-jetzt-teurer-als-Super-E10-article23178488.html,"ns, us, klimaschutz, politik, regierung, ukraine, spd, christ, ss, linke, klima, sp, fdp, krieg, corona, christian lindner, dietmar bartsch",07.03.2022,09.03.2022,20.10.2024,,"ntv.de, ter/dpa","Automobil, Benzinpreis, Benzin, Rohstoff Öl, Angriff auf die Ukraine, ADAC, Dietmar Bartsch, Tobias Hans, Christian Lindner",Diesel ist jetzt teurer als Super E10,"Der Krieg in der Ukraine treibt die Spritpreise weiter in die Höhe. Der Diesel überholt dabei inzwischen sogar Super E10. Die Politik reagiert mit Rufen nach Entlastungen, auch der ADAC schließt sich an.",
ntv,https://www.n-tv.de/wirtschaft/US-Ministerin-erhoeht-Druck-auf-Olkonzerne-article23185305.html,"ns, us, regierung, usa, ukraine, ss, pandemie, krieg, corona, erneuerbare energien",10.03.2022,10.03.2022,20.10.2024,,"ntv.de, tno/AFP","Wirtschaft, Ukraine, Ukraine-Konflikt, Angriff auf die Ukraine, Ölreserven, Rohstoff Öl, Ölpreis",US-Ministerin erhöht Druck auf Ölkonzerne,Im Zuge der massiven Sanktionen gegen Russland steigen die Rohöl- und Benzinpreise ins Unermessliche. Die Energieministerin der USA sieht einen Ernstfall und fordert die Konzerne des Landes zur Steigerung der Produktion auf. Doch die Unternehmen reagieren zurückhaltend.,
ntv,https://www.n-tv.de/sport/fussball/Druck-auf-Abramowitsch-erwischt-Chelsea-hart-article23185985.html,"ns, us, sp, rna, regierung, schi, ukraine, christ, ss, frankreich, spo, krieg",10.03.2022,10.03.2022,20.10.2024,,"ntv.de, ter/dpa","Fußball, Roman Abramowitsch, FC Chelsea, Sanktionen, Angriff auf die Ukraine, Wladimir Putin",Druck auf Abramowitsch erwischt Chelsea hart,"Roman Abramowitsch leitet seinen Absprung vom FC Chelsea früh im Verlaufe des Krieges ein, doch es kommt für den Klub dennoch zu spät: Weil dem Oligarchen eine Nähe zu Kremlchef Putin nachgesagt wird, wird er nun sanktioniert. Den Champions-League-Sieger treffen die Regierungsbeschlüsse hart.",
ntv,https://www.n-tv.de/politik/Wie-gelang-der-Hamas-der-Uberraschungsangriff-article24447473.html,"ns, us, terror, rna, schi, usa, hamas, ss, israel, sp, krieg",07.10.2023,10.10.2023,20.10.2024,,"ntv.de, kst/dpa/AFP","Politik, Israel, Kriege und Konflikte, Gaza, Hamas, Nahost-Konflikt, Israel-Krieg",Wie gelang der Hamas der Überraschungsangriff?,"Der Angriff der Hamas trifft Israel überraschend - und das fast genau 50 Jahre nach einer ähnlich traumatischen Attacke, dem Jom-Kippur-Krieg 1973. Noch sind das ganze Ausmaß der Attacke und viele Hintergründe ungeklärt. Wieso etwa ahnte Israels Geheimdienst nichts? Was bisher bekannt ist - und was nicht.",
ntv,https://www.n-tv.de/politik/Baerbock-Natuerlich-machen-wir-keine-Terrorfinanzierung-article24455615.html,"ns, us, terror, rna, politik, regierung, usa, spd, hamas, islamisch, ss, israel, sp, olaf scholz, annalena baerbock",11.10.2023,11.10.2023,20.10.2024,,"ntv.de, ino/AFP/dpa","Politik, Annalena Baerbock, EU, Humanitäre Hilfe, Palästinensergebiete, Palästinenser, Israel-Krieg, Reaktionen und Statements","Baerbock: ""Natürlich machen wir keine Terrorfinanzierung""",Ist der Terror der Hamas auch durch Hilfszahlungen Deutschlands möglich? Außenministerin Baerbock weist den Verdacht zurück. Entwicklungsgelder sollen ihr zufolge auch weiter in die Palästinensischen Gebiete fließen. Auch die EU will ihre Leistungen offenbar vorerst nicht einstellen.,
ntv,https://www.n-tv.de/sport/fussball/TuS-Makkabi-Berlin-schreibt-DFB-Pokalgeschichte-article24166364.html,"ns, grenzen, us, sp, schi, ss, israel, spo",03.06.2023,03.06.2023,20.10.2024,,"ntv.de, sue","Fußball, DFB-Pokal",TuS Makkabi Berlin schreibt DFB-Pokalgeschichte,"Als das Endspiel um den Berliner Landespokal beendet ist, kennt der Jubel keine Grenzen mehr: TuS Makkabi Berlin gewinnt und schreibt damit auch deutsche Pokalgeschichte. Als erster jüdischer Klub erreichen sie die Hauptrunde. Der Trainer will trinken, der Kapitän blickt zurück auf die dunklen Stunden. ",
ntv,https://www.n-tv.de/sport/fussball/Tuchel-verurteilt-Fans-fuer-Abramowitsch-Gesaenge-article23176117.html,"ns, us, rna, usa, ukraine, ss, israel, sp, krieg",05.03.2022,05.03.2022,20.10.2024,,"ntv.de, sue","Fußball, FC Chelsea, Thomas Tuchel, Roman Abramowitsch, Premier League",Tuchel verurteilt Fans für Abramowitsch-Gesänge,In der englischen Premier League gibt es an diesem Wochenende zahlreiche Solidaritätsaktionen für die Ukraine. So auch beim Spiel Burnley gegen Chelsea. Bei einer Applaus-Minute stören die Gästeanhänger. Sie schreien den Namen Abramawotisch. Trainer Thomas Tuchel reagiert genervt. ,
ntv,https://www.n-tv.de/politik/Die-deutsche-Iran-Politik-steht-vor-einem-Scherbenhaufen-article24454722.html,"europa, terror, rna, cdu, ns, us, usa, spd, demo, politik, schi, hamas, islamisch, ss, israel, klima, klimawandel, regierung, ukraine, sp, krieg, olaf scholz, annalena baerbock",10.10.2023,10.10.2023,20.10.2024,,ntv.de,"Politik, Interviews, Norbert Röttgen, Olaf Scholz, Annalena Baerbock, Israel, Iran, Ukraine, Hamas, Gazastreifen","""Die deutsche Iran-Politik steht vor einem Scherbenhaufen""","CDU-Außenexperte Norbert Röttgen übt scharfe Kritik an Bundeskanzler Olaf Scholz und Bundesaußenministerin Annalena Baerbock. ""Deutschland ist in Europa immer noch der größte Handelspartner des Iran. Da läuft etwas falsch"", sagt Röttgen im Interview mit ntv.de.",
ntv,https://www.n-tv.de/politik/Dieser-Krieg-veraendert-den-Nahen-Osten-fuer-immer-article24454726.html,"terror, rna, muslim, ns, us, usa, muslimisch, politik, schi, hamas, islamisch, ss, leiche, israel, syrien, grenzen, regierung, sp, krieg",10.10.2023,10.10.2023,20.10.2024,David Bedürftig,ntv.de,"Politik, Israel-Krieg, Gazastreifen, Saudi-Arabien, Iran, USA",Dieser Krieg verändert den Nahen Osten für immer,"Der Krieg in Israel und im Gazastreifen könnte Spuren im gesamten Nahen Osten hinterlassen. Im Fokus stehen die Palästinenserfrage, die Erzfeinde Iran und Saudi-Arabien und die Terrormiliz Hisbollah. Und wie reagieren die USA?",
ntv,https://www.n-tv.de/sport/fussball/FC-Schalke-04-Trainer-Kees-van-Wonderen-ueberrascht-mit-Torwart-Taktik-article25297784.html,"ns, sp, ss, us",17.10.2024,17.10.2024,20.10.2024,,"ntv.de, tno/dpa/sid","Fußball, Fußball, 2. Fußball-Bundesliga, FC Schalke 04",Schalkes neuer Trainer überrascht mit Torwart-Taktik,Der FC Schalke 04 hat in den vergangenen Jahren reichlich Trainer verschlissen. Nun will Kees van Wonderen für mehr Kontinuität sorgen. Bei der Klärung der Torwartfrage geht er unübliche Wege. Er bittet die Duellanten quasi zu einem Casting im Wettbewerb.,
ntv,https://www.n-tv.de/politik/Gruenen-Expertin-Mihalic-will-nach-Hamas-Jubel-Verbote-pruefen-lassen-article24450598.html,"ns, us, terror, politik, usa, spd, hamas, ss, cdu, israel, sp, saskia esken",09.10.2023,09.10.2023,20.10.2024,,"ntv.de, lwe/dpa/AFP","Politik, Israel-Krieg, Frank-Walter Steinmeier, Palästinenser, Carsten Linnemann, Nancy Faeser, Saskia Esken",Grünen-Expertin Mihalic will nach Hamas-Jubel Verbote prüfen lassen,"Anlässlich des überraschenden Angriffs der Hamas auf Israel verteilt eine pro-palästinensische Organisation Süßigkeiten in Berlin. Aus verschiedenen Parteien kommen Forderungen nach scharfen Konsequenzen. Der Bundespräsident zeigt sich ""angewidert"".",
ntv,https://www.n-tv.de/sport/fussball/DFB-stutzt-FC-Bayern-Muenchen-zurecht-und-hofft-auf-Hilfe-article24404792.html,"ns, us, sp, usa, schi, ss, spo",18.09.2023,18.09.2023,20.10.2024,Stephan Uersfeld,ntv.de,"Fußball, FC Bayern München, DFB, Fußball-Nationalmannschaft, Rudi Völler, Karl-Heinz Rummenigge",DFB stutzt FC Bayern München zurecht und hofft auf Hilfe,Auf die Berufung des neuen DFB-Geschäftsführers Andreas Rettig reagieren nicht alle begeistert. Bayern-Boss Karl-Heinz Rummenigge und RB-Aufsichtsrat Oliver Mintzlaff ziehen sich aus einer Taskforce zurück. Der DFB weist die Bayern daraufhin zurecht und fordert eine Koalition für den Fußball.,
ntv,https://www.n-tv.de/politik/Habeck-sieht-Verkehr-als-groesstes-Klima-Problem-article23821854.html,"ns, us, rna, politik, energiewende, regierung, schi, ss, sp, fdp, klima, olaf scholz, erneuerbare energien, robert habeck",04.01.2023,04.01.2023,20.10.2024,,"ntv.de, vmi/rts","Politik, Robert Habeck, FDP, CO2-Emission, Klimawandel, Bijan Djir-Sarai",Habeck sieht Verkehr als größtes Klima-Problem,"Der verstärkte Einsatz von Kohlekraftwerken als Gas-Ersatz und der Verkehrssektor bescheren Deutschland für 2022 eine schlechte CO₂-Bilanz. Während Wirtschaftsminister Habeck sich den Verkehr vorknöpft, fühlt sich die FDP in ihrer Haltung zur Atomkraft bestätigt.",
ntv,https://www.n-tv.de/politik/Schroeder-spricht-mit-Putin-ueber-Ukraine-Krieg-article23187805.html,"ns, us, europa, politik, regierung, ukraine, spd, ss, linke, sp, krieg, olaf scholz",11.03.2022,11.03.2022,20.10.2024,,"ntv.de, dbe/dpa","Politik, Wladimir Putin, Gerhard Schröder, Angriff auf die Ukraine, Russland, Moskau",Schröder spricht mit Putin über Ukraine-Krieg,"Altkanzler Gerhard Schröder ist in Moskau und führt ein Gespräch über den Ukraine-Krieg mit dem russischen Präsidenten Wladimir Putin. Entsprechende Medienberichte bestätigt nun die Deutsche Presse-Agentur. Ob weitere Treffen geplant sind, bleibt zunächst unklar. ",
ntv,https://www.n-tv.de/wissen/Chemie-hilft-nicht-mehr-gegen-Lachsparasiten-article22574579.html,"ns, us, spo, ss, sp",26.05.2021,26.05.2021,20.10.2024,,"ntv.de, Anja Garms, dpa","Bildung, Fische, Fischfang, Tiere, Parasiten",Chemie hilft nicht mehr gegen Lachsparasiten,"Ein großer Teil des Lachses, der weltweit verkauft wird, wird nicht mehr im Meer gefangen, sondern per Aquakultur gezüchtet. In dieser marinen Massentierhaltung gedeihen Parasiten besonders gut - und gegen sie eingesetzte Gifte wirken vielfach schon nicht mehr: Die Lachsläuse sind resistent dagegen.",
